,Experiment Case,Mean,Variance,Holding cost,Process cost,Delivery cost,Order cost,Shortage cost
0,Q1,-19640.5,84.17363007498251,38.815203278938924,1.0233955347368957,0.641531529238054,9.164736131972202,50.35513352511393
1,Q2,-16543.5,118.66718164682264,48.42324780125124,2.4130323087617493,1.3503793030495361,18.13401033638589,29.679330250551576
2,Q3,-14120.999907083338,70.83994921948246,62.22930362513086,4.222080616974836,2.24771618220029,29.74293624839703,1.557963327296987
3,Q4,-22196.799479999994,81.99365501061554,71.32469477982598,2.8950119614271532,1.452461650115335,24.327831608631538,0.0
