,Experiment Case,Mean,Variance,Holding cost,Process cost,Delivery cost,Order cost,Shortage cost
0,Q1,-27797.2,166.78926823989605,52.734088325442855,1.0850013670441627,0.45688054912005527,10.792453916221778,34.931575842171156
1,Q2,-25950.4,157.60247459986152,58.63647573833158,2.3105616869104137,0.8647265552746778,19.26752574141439,18.92071027806893
2,Q3,-24217.599952916666,82.93335196258525,65.25667276543373,3.695659362364725,1.3172238397702203,28.90459836486377,0.8258456675675362
3,Q4,-34964.39948333333,104.53200233859722,70.48769562045896,2.846895741694299,0.9249408105926625,25.74046782725406,0.0
